DateTime,lat_p,lon_p,wind,pres,lat_w,lon_w,step,windrad,name,labels
2017-01-03 00:00:00,1.7,92.2,22.121092,1002,1.6,92.2,0,10069832.4095331,unnamed_nin1,class1
2017-01-03 06:00:00,2.6,93.7,24.178868,1001,2.4,93.6,6,10141670.3107274,unnamed_nin1,class1
2017-01-03 00:00:00,1.7,92.2,22.121092,1002,1.6,92.2,0,10069832.4095331,unnamed_wnp1,class1
2017-01-03 06:00:00,2.6,93.7,24.178868,1001,2.4,93.6,6,10141670.3107274,unnamed_wnp1,class1
2017-01-03 12:00:00,43.9,332.7,22.121092,983,44.4,333,0,23099132.2634625,unnamed_atl1,class2
2017-01-03 18:00:00,44.7,330.8,20.57776,982,45.1,331.1,6,22580999.0876404,unnamed_atl1,class2
2017-01-03 12:00:00,-14.2,129.2,13.889988,995,-12.2,128.9,0,15244175.2608273,unnamed_aus1,class1
2017-01-03 18:00:00,-14.6,128.8,19.034428,992,-13,129.6,6,15259334.0537536,unnamed_aus1,class1
2017-01-03 12:00:00,3,94.6,19.034428,999,3.1,94.7,0,10160398.2989468,unnamed_nin1,class1
2017-01-03 18:00:00,3.7,95.3,16.976652,1004,1.7,93.3,6,10388531.8615914,unnamed_nin1,class1
2017-01-03 12:00:00,-12.4,55.9,13.375544,1009,-14.4,57,0,7637888.77684704,unnamed_sin1,class0
2017-01-03 18:00:00,-11.5,55.5,13.889988,1011,-14.2,55.4,6,7600628.91163168,unnamed_sin1,class0
2017-01-03 12:00:00,3,94.6,19.034428,999,3.1,94.7,0,10160398.2989468,unnamed_wnp1,class1
2017-01-03 18:00:00,3.7,95.3,16.976652,1004,1.7,93.3,6,10388531.8615914,unnamed_wnp1,class1
2017-01-03 12:00:00,3.3,142.7,8.745548,1006,7,142.8,0,15069748.1454068,unnamed_wnp2,class0
2017-01-04 00:00:00,44.3,319.6,18.519984,996,42.2,316.1,0,22077115.5912214,unnamed_atl1,class1
2017-01-04 00:00:00,45.7,330.4,20.063316,986,47,331.8,0,22009385.7091022,unnamed_atl2,class2
2017-01-04 06:00:00,47.7,330.1,18.00554,988,47.5,331,6,21148545.7729763,unnamed_atl2,class2
2017-01-04 00:00:00,-8.3,100.8,22.121092,999,-7.8,100.8,0,11949414.2224314,unnamed_aus1,class1
2017-01-04 06:00:00,-9.6,102,20.063316,1000,-8.6,101.2,6,12126445.7441885,unnamed_aus1,class1
2017-01-04 00:00:00,-15.1,128.2,14.918876,995,-12.4,128.6,0,15097191.0472489,unnamed_aus2,class1
2017-01-04 06:00:00,-15.5,126.8,14.918876,993,-13.7,126.7,6,15056020.3026633,unnamed_aus2,class1
2017-01-04 00:00:00,-50.5,173.3,22.635536,986,-47.4,173.3,0,15613623.206812,unnamed_spc1,class2
2017-01-04 06:00:00,-48.6,176.7,26.751088,984,-47.5,176,6,16486894.0848579,unnamed_spc1,class2
2017-01-04 00:00:00,3.4,140.2,14.404432,1006,6.2,140.7,0,14877151.6402535,unnamed_wnp1,class0
2017-01-04 06:00:00,2.4,138.9,13.889988,1002,4.2,137.6,6,14966156.8314427,unnamed_wnp1,class1
2017-01-04 12:00:00,42.2,318.3,20.57776,999,41.9,315.2,0,22768118.6393355,unnamed_atl1,class1
2017-01-04 18:00:00,39.8,319,20.57776,1002,39.5,317.2,6,23877493.1005132,unnamed_atl1,class1
2017-01-04 12:00:00,49.4,329.2,18.00554,993,52.9,332.8,0,19997626.6288044,unnamed_atl2,class1
2017-01-04 18:00:00,50.8,329.3,13.375544,995,50.9,330,6,19565524.1817723,unnamed_atl2,class1
2017-01-04 12:00:00,-10.3,102.9,13.375544,1001,-9.2,103,0,12264688.9892842,unnamed_aus1,class1
2017-01-04 18:00:00,-10.6,103,14.918876,1001,-9.4,102.7,6,12285755.087799,unnamed_aus1,class1
2017-01-04 12:00:00,-15.8,126.9,14.404432,995,-13.5,126.9,0,15024100.6932089,unnamed_aus2,class1
2017-01-04 18:00:00,-17.2,126.1,14.918876,992,-17.3,126.2,6,15232254.2599465,unnamed_aus2,class1
2017-01-04 12:00:00,7.3,95.2,13.889988,1002,7.3,95,0,9694810.05792076,unnamed_nin1,class1
2017-01-04 18:00:00,7.9,95,14.918876,1004,8.2,95,6,9560177.83206615,unnamed_nin1,class1
2017-01-04 12:00:00,-11.4,53.2,14.404432,1008,-12.7,53.2,0,7184632.19163097,unnamed_sin1,class0
2017-01-04 12:00:00,-47.7,178.4,27.265532,986,-46.8,175.9,0,16853269.0850235,unnamed_spc1,class2
2017-01-04 18:00:00,-45.6,180.8,25.207756,988,-45.6,176.9,6,17613696.7298149,unnamed_spc1,class2
2017-01-04 12:00:00,7.3,95.2,13.889988,1002,7.3,95,0,9694810.05792076,unnamed_wnp1,class1
2017-01-04 18:00:00,7.9,95,14.918876,1004,8.2,95,6,9560177.83206615,unnamed_wnp1,class1
2017-01-04 12:00:00,3.3,137.6,12.346656,1006,3.5,137.5,0,14886530.704579,unnamed_wnp2,class0
2017-01-05 00:00:00,51.9,330.1,13.375544,999,54.8,327.3,0,18891431.9117857,unnamed_atl1,class1
2017-01-05 06:00:00,52.3,330.8,14.404432,1003,52.5,327.3,6,18924052.4947614,unnamed_atl1,class1
2017-01-05 00:00:00,-11.4,102.5,15.43332,1002,-11.4,102.6,0,12415234.5562021,unnamed_aus1,class1
2017-01-05 06:00:00,-11.7,102.3,13.375544,1002,-12.8,101.9,6,12533215.3103155,unnamed_aus1,class1
2017-01-05 00:00:00,-17.5,125,16.976652,994,-15.8,124.3,0,14932823.3835832,unnamed_aus2,class1
2017-01-05 06:00:00,-18.2,124.7,13.375544,993,-15.1,123.7,6,14771386.2950488,unnamed_aus2,class1
2017-01-05 00:00:00,7.9,95.2,17.491096,1001,8.2,95.2,0,9582205.62369655,unnamed_nin1,class1
2017-01-05 06:00:00,8,94.3,18.519984,1001,8.2,94.2,6,9480736.89412686,unnamed_nin1,class1
2017-01-05 00:00:00,-10.5,51.7,12.346656,1008,-11,51.1,0,6855401.87597704,unnamed_sin1,class0
2017-01-05 00:00:00,7.9,95.2,17.491096,1001,8.2,95.2,0,9582205.62369655,unnamed_wnp1,class1
2017-01-05 06:00:00,8,94.3,18.519984,1001,8.2,94.2,6,9480736.89412686,unnamed_wnp1,class1
2017-01-05 12:00:00,-11.8,102.5,14.404432,1000,-13.2,101.8,0,12594338.7600901,unnamed_aus1,class1
2017-01-05 18:00:00,-12,102,15.43332,999,-12.8,101.1,6,12486544.693124,unnamed_aus1,class1
2017-01-05 12:00:00,-19,123.7,12.8611,995,-15.5,123.1,0,14640225.8615958,unnamed_aus2,class1
2017-01-05 18:00:00,-19.4,122.6,20.57776,991,-18.9,121.5,6,14840846.8990383,unnamed_aus2,class1
2017-01-05 12:00:00,7.2,94,19.034428,1001,7.3,93.9,0,9564587.5920617,unnamed_nin1,class1
2017-01-05 18:00:00,6.8,94.7,15.43332,1000,6.6,94.7,6,9727386.65580277,unnamed_nin1,class1
2017-01-05 12:00:00,-9.5,51.5,11.832212,1007,-12.1,49.5,0,6980998.16094144,unnamed_sin1,class0
2017-01-05 18:00:00,-9.9,51.1,12.346656,1010,-12.1,49.5,6,6927195.65676934,unnamed_sin1,class0
2017-01-05 12:00:00,-5.8,160.5,10.803324,1005,-9.4,163.4,0,18799566.6186827,unnamed_spc1,class1
2017-01-05 18:00:00,-4.4,158.4,10.28888,1003,-6.5,161.8,6,18283493.744608,unnamed_spc1,class1
2017-01-05 12:00:00,7.2,94,19.034428,1001,7.3,93.9,0,9564587.5920617,unnamed_wnp1,class1
2017-01-05 18:00:00,6.8,94.7,15.43332,1000,6.6,94.7,6,9727386.65580277,unnamed_wnp1,class1
2017-01-05 12:00:00,5.6,134.2,16.976652,1005,5.6,134.4,0,14231420.9728026,unnamed_wnp2,class1
2017-01-05 18:00:00,5.5,132.8,13.889988,1003,6.5,133,6,13979706.0474905,unnamed_wnp2,class1
2017-01-05 12:00:00,6.5,176.4,11.832212,1006,6.6,176.2,0,18759532.6989226,unnamed_wnp3,class0
2017-01-05 18:00:00,4.9,173.6,16.462208,1006,4.8,173.6,6,18701109.2160646,unnamed_wnp3,class0
2017-01-06 00:00:00,-12.1,101.5,18.00554,999,-12.5,101.6,0,12394676.8268332,unnamed_aus1,class1
2017-01-06 06:00:00,-12.5,101.3,17.491096,997,-12.2,101.6,6,12321510.1449917,unnamed_aus1,class1
2017-01-06 00:00:00,-19.8,122.4,20.063316,993,-17.7,121.5,0,14659285.5645371,unnamed_aus2,class1
2017-01-06 06:00:00,-20.7,122.4,13.889988,994,-18.3,121.9,6,14637572.8247511,unnamed_aus2,class1
2017-01-06 00:00:00,-18.2,138.5,8.745548,1003,-14.4,136.6,0,16156670.1357793,unnamed_aus3,class1
2017-01-06 06:00:00,-17.9,139.2,7.71666,1000,-19.8,136.6,6,16825509.1854184,unnamed_aus3,class1
2017-01-06 00:00:00,6.3,95.4,19.548872,998,6.2,95.6,0,9858694.9359889,unnamed_nin1,class1
2017-01-06 06:00:00,6.6,96.3,20.063316,998,6.5,96.1,6,9919135.69234408,unnamed_nin1,class1
2017-01-06 00:00:00,-11,50.2,15.947764,1007,-11,50,0,6680100.11453299,unnamed_sin1,class0
2017-01-06 06:00:00,-10.1,49,15.43332,1009,-10.8,48.5,6,6546873.90001308,unnamed_sin1,class0
2017-01-06 00:00:00,6.3,95.4,19.548872,998,6.2,95.6,0,9858694.9359889,unnamed_wnp1,class1
2017-01-06 06:00:00,6.6,96.3,20.063316,998,6.5,96.1,6,9919135.69234408,unnamed_wnp1,class1
2017-01-06 12:00:00,-12.4,100.9,16.462208,998,-12.8,99.1,0,12348014.0724912,unnamed_aus1,class1
2017-01-06 18:00:00,-12.4,99.8,16.462208,1000,-13.2,99.2,6,12272235.6701297,unnamed_aus1,class1
2017-01-06 12:00:00,-21.2,121.7,15.43332,995,-23.4,120.5,0,15044459.0991955,unnamed_aus2,class1
2017-01-06 18:00:00,-21.5,121.7,15.947764,994,-24.5,121.9,6,15129195.7379439,unnamed_aus2,class1
2017-01-06 12:00:00,6.9,97,17.491096,999,6.8,97.1,0,9957146.30777923,unnamed_nin1,class1
2017-01-06 18:00:00,7.2,97.4,15.947764,1000,7,97.5,6,9972782.9739248,unnamed_nin1,class1
2017-01-06 12:00:00,-9.6,48.3,11.832212,1007,-10.7,48.2,0,6469783.97400521,unnamed_sin1,class0
2017-01-06 18:00:00,-9.3,48,11.317768,1009,-9.4,47.2,6,6298704.04726355,unnamed_sin1,class0
2017-01-06 12:00:00,6.9,97,17.491096,999,6.8,97.1,0,9957146.30777923,unnamed_wnp1,class1
2017-01-06 18:00:00,7.2,97.4,15.947764,1000,7,97.5,6,9972782.9739248,unnamed_wnp1,class1
2017-01-06 12:00:00,5.6,129.2,16.462208,1003,5.8,129.2,0,13655985.0448571,unnamed_wnp2,class1
2017-01-06 18:00:00,5.2,129.9,13.375544,1000,4.8,130.2,6,13853306.7121293,unnamed_wnp2,class1
2017-01-06 12:00:00,5.5,158.3,8.231104,1005,4.5,160.7,0,17023409.6765635,unnamed_wnp3,class1
2017-01-06 18:00:00,3.3,157.3,10.803324,1003,3.8,159,6,17040209.3671853,unnamed_wnp3,class1
2017-01-07 00:00:00,-12.2,99.4,16.976652,1000,-12.5,98.8,0,12161750.5113545,unnamed_aus1,class1
2017-01-07 06:00:00,-11.7,99.8,15.947764,999,-11.4,99.9,6,12108014.4284772,unnamed_aus1,class1
2017-01-07 00:00:00,-21.8,121.9,11.317768,996,-22.8,120.5,0,14939663.3844786,unnamed_aus2,class1
2017-01-07 06:00:00,-21.5,122.3,10.803324,995,-21.7,120.7,6,14897927.3024719,unnamed_aus2,class1
2017-01-07 00:00:00,-7.9,48.2,11.317768,1007,-9.9,47.3,0,6402975.55208766,unnamed_sin1,class0
2017-01-07 06:00:00,-8,48,11.832212,1009,-8.2,48.2,6,6188378.49164141,unnamed_sin1,class0
2017-01-07 00:00:00,6.8,130,13.889988,1004,10.3,129.9,0,13222132.2677237,unnamed_wnp1,class1
2017-01-07 06:00:00,7.3,128.9,18.519984,999,7.5,128.2,6,13389665.1241027,unnamed_wnp1,class1
2017-01-07 00:00:00,8,154.1,11.832212,1007,12.4,154.9,0,15610650.5348289,unnamed_wnp2,class0
2017-01-07 06:00:00,9.3,154.9,12.346656,1004,11.8,153.7,6,15705302.6522258,unnamed_wnp2,class1
2017-01-07 00:00:00,4,166.2,9.774436,1005,7.6,164.5,0,17597109.7883889,unnamed_wnp3,class1
2017-01-07 06:00:00,5.4,162.2,9.259992,1003,7,164.1,6,17181784.5646749,unnamed_wnp3,class1
2017-01-07 12:00:00,-11.4,99.4,15.947764,999,-11.1,98.5,0,12044676.7338728,unnamed_aus1,class1
2017-01-07 18:00:00,-11,99.9,13.375544,1000,-13.4,99.4,6,12369796.4269676,unnamed_aus1,class1
2017-01-07 12:00:00,-21.9,122.9,11.317768,998,-24.3,121,0,15189069.2913977,unnamed_aus2,class1
2017-01-07 12:00:00,-18.7,136.1,7.202216,1001,-23.2,138,0,16785728.5908173,unnamed_aus3,class1
2017-01-07 18:00:00,-15.2,136.4,10.803324,999,-12.4,137.3,6,15970010.054489,unnamed_aus3,class1
2017-01-07 12:00:00,-19.1,149.2,18.00554,1001,-20.8,149.2,0,17863499.4370137,unnamed_aus4,class1
2017-01-07 18:00:00,-18.9,149,15.43332,999,-20.7,149,6,17853543.6367528,unnamed_aus4,class1
2017-01-07 12:00:00,7.2,97.8,16.462208,999,7.3,97.8,0,9983796.18211796,unnamed_nin1,class1
2017-01-07 18:00:00,6.9,98.1,19.034428,998,6.6,98.1,6,10100701.6376108,unnamed_nin1,class1
2017-01-07 12:00:00,-7.8,48.3,12.8611,1005,-7.6,48,0,6158327.01445196,unnamed_sin1,class1
2017-01-07 18:00:00,-8.6,48.7,13.889988,1008,-7.2,48.5,6,6147879.59683748,unnamed_sin1,class0
2017-01-07 12:00:00,7.2,97.8,16.462208,999,7.3,97.8,0,9983796.18211796,unnamed_wnp1,class1
2017-01-07 18:00:00,6.9,98.1,19.034428,998,6.6,98.1,6,10100701.6376108,unnamed_wnp1,class1
2017-01-07 12:00:00,7.8,128.2,15.43332,1001,9.6,128.6,0,13067236.3719185,01W,class1
2017-01-07 18:00:00,8.7,127.2,20.57776,995,9.2,126.8,6,12970148.7791935,01W,class1
2017-01-08 00:00:00,-22.4,122.7,11.317768,1000,-25.9,123.6,0,15281753.9773076,unnamed_aus1,class1
2017-01-08 06:00:00,-24.3,124,11.317768,999,-25.7,123.4,6,15171908.7169582,unnamed_aus1,class1
2017-01-08 00:00:00,-49.6,135.8,19.034428,976,-47.1,138.7,0,13184103.2564416,unnamed_aus2,class2
2017-01-08 06:00:00,-50.2,141,19.034428,976,-46.4,138.7,6,13345251.6049198,unnamed_aus2,class2
2017-01-08 00:00:00,-14.6,138.5,12.346656,1000,-10.8,137.3,0,16070885.2350516,unnamed_aus3,class1
2017-01-08 00:00:00,6.9,98.8,20.063316,999,6.8,98.7,0,10155847.4299645,unnamed_nin1,class1
2017-01-08 06:00:00,7.5,99.5,14.918876,1000,7.2,99.4,6,10175542.5254787,unnamed_nin1,class1
2017-01-08 00:00:00,-6.1,65.6,15.43332,1004,-5.9,65.8,0,7905452.71570874,unnamed_sin1,class1
2017-01-08 06:00:00,-6.3,65.8,14.404432,1005,-5.6,66.2,6,7891755.72888612,unnamed_sin1,class1
2017-01-08 00:00:00,6.9,98.8,20.063316,999,6.8,98.7,0,10155847.4299645,unnamed_wnp1,class1
2017-01-08 06:00:00,7.5,99.5,14.918876,1000,7.2,99.4,6,10175542.5254787,unnamed_wnp1,class1
2017-01-08 00:00:00,8.9,127.4,16.462208,1001,10.3,126.2,0,12865094.1016374,01W,class1
2017-01-08 06:00:00,9.6,126.8,17.491096,998,12.1,126.7,6,12578522.886177,01W,class1
2017-01-08 12:00:00,-10.3,101.5,12.346656,1001,-10.4,100.8,0,12242203.5048172,unnamed_aus1,class1
2017-01-08 18:00:00,-9.9,102.2,14.404432,1001,-9.7,102.5,6,12257452.0954182,unnamed_aus1,class1
2017-01-08 12:00:00,-16.5,139.9,12.8611,1001,-16.5,140.9,0,16674725.2091414,unnamed_aus2,class1
2017-01-08 18:00:00,-16.6,140.6,14.404432,999,-16.6,140.7,6,16751327.6356815,unnamed_aus2,class1
2017-01-08 12:00:00,-11.4,156.2,11.317768,1006,-11.3,156.3,0,18257701.2628219,unnamed_aus3,class0
2017-01-08 18:00:00,-12.1,156.2,12.8611,1002,-12.2,156.6,6,18309215.1186311,unnamed_aus3,class1
2017-01-08 12:00:00,8,99.4,11.832212,1001,8.5,100.4,0,10009406.5901726,unnamed_nin1,class1
2017-01-08 18:00:00,9.3,99.7,13.889988,1004,9.2,99.9,6,9930874.30920281,unnamed_nin1,class1
2017-01-08 12:00:00,-6.3,66.9,13.889988,1004,-6.1,67,0,8068239.98304446,unnamed_sin1,class1
2017-01-08 18:00:00,-6.8,67.6,15.947764,1007,-6.5,67.7,6,8181651.0638213,unnamed_sin1,class0
2017-01-08 12:00:00,8,99.4,11.832212,1001,8.5,100.4,0,10009406.5901726,unnamed_wnp1,class1
2017-01-08 18:00:00,9.3,99.7,13.889988,1004,9.2,99.9,6,9930874.30920281,unnamed_wnp1,class1
2017-01-08 12:00:00,9.9,125.8,18.00554,1001,12.2,126.1,0,12446276.3506199,01W,class1
2017-01-08 18:00:00,10.3,125.2,16.976652,1001,11.5,123.6,6,12439839.5484026,01W,class1
2017-01-09 00:00:00,60.9,337.9,28.808864,972,58.8,334.8,0,15094983.5471057,unnamed_atl1,class2
2017-01-09 06:00:00,61.3,342.2,29.837752,971,58.1,339.7,6,15174662.4963684,unnamed_atl1,class2
2017-01-09 00:00:00,-16.9,138,12.346656,1002,-16,139,0,16384799.3332449,unnamed_aus1,class1
2017-01-09 06:00:00,-16.2,137.2,9.259992,1000,-20,139,6,16791099.717833,unnamed_aus1,class1
2017-01-09 00:00:00,46.7,216.8,23.14998,979,47.1,215,0,12941317.2225806,unnamed_cnp1,class2
2017-01-09 06:00:00,44.9,219.2,21.606648,980,43.3,220,6,13855694.0403282,unnamed_cnp1,class2
2017-01-09 00:00:00,10.4,98.7,15.43332,1003,10.7,99.5,0,9624455.67473085,unnamed_nin1,class1
2017-01-09 06:00:00,11.1,97.8,16.976652,1003,11.4,98,6,9427574.78212037,unnamed_nin1,class1
2017-01-09 00:00:00,10.4,98.7,15.43332,1003,10.7,99.5,0,9624455.67473085,unnamed_wnp1,class1
2017-01-09 06:00:00,11.1,97.8,16.976652,1003,11.4,98,6,9427574.78212037,unnamed_wnp1,class1
2017-01-09 00:00:00,10.4,124.1,12.8611,1005,10.4,123.6,0,12435159.5130683,01W,class1
2017-01-09 06:00:00,10.3,123.4,14.918876,1003,11.7,122.6,6,12221309.3572858,01W,class1
2017-01-09 00:00:00,41.3,174.2,28.29442,984,39.5,175,0,11254181.5411471,unnamed_wnp3,class2
2017-01-09 12:00:00,-18.2,135.1,7.71666,1003,-19.3,137.9,0,16310050.6513404,unnamed_aus1,class1
2017-01-09 18:00:00,-19.7,133.4,7.202216,1002,-19.8,133.5,6,16038013.6740866,unnamed_aus1,class1
2017-01-09 12:00:00,10.6,97.5,14.404432,1003,11.8,97.7,0,9367739.60397003,unnamed_nin1,class1
2017-01-09 18:00:00,11.1,96.8,12.346656,1004,11.4,98.4,6,9318460.70740274,unnamed_nin1,class1
2017-01-09 12:00:00,10.6,97.5,14.404432,1003,11.8,97.7,0,9367739.60397003,unnamed_wnp1,class1
2017-01-09 18:00:00,11.1,96.8,12.346656,1004,11.4,98.4,6,9318460.70740274,unnamed_wnp1,class1
2017-01-09 12:00:00,10,122.7,16.462208,1004,10.6,121.7,0,12275761.9581137,01W,class1
2017-01-09 18:00:00,9.2,122,14.404432,1002,11.1,121.5,6,12174721.2405821,01W,class1
2017-01-09 12:00:00,43.5,176.3,27.265532,980,42.2,174.9,0,10817196.9896744,unnamed_wnp3,class2
2017-01-09 18:00:00,42.3,177.7,24.693312,985,40.9,176.3,6,11251950.1616982,unnamed_wnp3,class2
2017-01-10 00:00:00,-20.1,132.6,11.832212,1002,-20.4,132.6,0,15976679.8459447,unnamed_aus1,class1
2017-01-10 06:00:00,-20.5,131.9,11.317768,1001,-23.6,128.2,6,16199489.7272372,unnamed_aus1,class1
2017-01-10 00:00:00,11.4,96.1,11.832212,1004,11.4,98,0,9232400.06067006,unnamed_nin1,class1
2017-01-10 06:00:00,11.8,96.6,11.832212,1005,12.8,97.1,6,9121896.08374616,unnamed_nin1,class1
2017-01-10 00:00:00,11.4,96.1,11.832212,1004,11.4,98,0,9232400.06067006,unnamed_wnp1,class1
2017-01-10 06:00:00,11.8,96.6,11.832212,1005,12.8,97.1,6,9121896.08374616,unnamed_wnp1,class1
2017-01-10 00:00:00,8.6,121.6,14.404432,1006,11.3,120.6,0,12130615.4565733,01W,class0
2017-01-10 06:00:00,8.2,120,12.8611,1004,11.4,120.6,6,11957604.4755433,01W,class1
2017-01-10 12:00:00,-20.8,130.2,11.832212,1003,-24.1,129.3,0,16043353.6369642,unnamed_aus1,class1
2017-01-10 18:00:00,-20.8,128.8,9.774436,1002,-23.9,128.3,6,15876582.595494,unnamed_aus1,class1
2017-01-10 12:00:00,7.2,196.3,12.346656,1008,7.6,198.7,0,20817077.0309956,unnamed_cnp1,class0
2017-01-10 18:00:00,8.9,193.6,15.947764,1009,7,194.4,6,20500241.5666992,unnamed_cnp1,class0
